Is there a super spiral in the park?;There is a super spiral in the park;There isn't a super spiral in the park ;There are super spirals in the park;There are several super spirals in the park;1;3;This is not the correct description;21
Are there people in the park?;There aren't people in the park;There are people in the park;There are a lot of people in the park;There is a lot of people in the park;1;3;This is not the correct description;21
Isn't there a gift shop int he park?;There is a gift shop in the park;There is gift shops in the park;There are gift shops in the park;There are meny gift shops in the park;1;3;This is not the correct description;21
Is the merry go round ideally for kids?;Merry go round is ideally for kids;Merry go round isn't ideally for kids;Merry go round is ideally for adults;Merry go round is ideally for old people;1;3;This is not the correct description;21
Is there an ice cream store in the park?;There is an ice cream store in the park;There isn't an ice cream store in the park;There are ice cream stores in the park;There are six ice cream stores in the park;1;3;This is not the correct description;21
Are you buiyng a ticket park?;I'm buying a ticket park;Buying a ticket park i'm;A ticket park buying i'm;I'm a ticket park buying;2;3;This is not correct answer;
Will you camp on the grass?;I'll camp on the grass;I'll on the grass camp;On the grass i'll camp;Camp i'll on the grass;2;3;This is not correct answer;
Is Maria going to have fun in the roller coaster?;Maria is going to have fun in the roller coaster;Maria will going to have fan in the roller coaster;Maria is going to fan have in the roller coaster;In the roller coaster Maria is going to have fan;2;3;This is not correct answer;
Is Lina having coffee?;Lina's having coffee;Lina're having coffee;Lina'll having coffee;Lina does having coffee;2;3;This is not correct answer;
Does Leonardo clean the pool?;Leonardo cleans the pool;Leonardo clean the pool;Leonardo cleanes the pool;Leonardo cleanies the pool;2;3;This is not correct answer;
Are they talking to their parents to go to the park?;They're talking to their parents to go to the park;They's talking to their parents to go to the park;They'll talking to their parents to go to the park;They talking to their parents to go to the park;2;3;This is not correct answer;
Is Camilo playing in the bumper cars?;Camilo is playing in the bumper cars;Camilo's in the bumper cars playing;Camilo're playing in the bumper cars ;Camilo has playing in the bumper cars;2;3;This is not correct answer;
Is Erika walking inside the haunted house?;Erika's walking inside the haunted house;Erika was walking inside the haunted house;Erika're walking inside the haunted house ;Erika'll walking inside the haunted house;2;3;This is not correct answer;
Is the carousel funny?;The carousel is funny;Carousel the is funny;Funny is the crousel;The is carousel funny;2;3;This is not correct answer;
Where are the rest of the people?;They're at the entrace of the park;They's at the entrace of the park;They'll be at the entrace of the park;They're the emtrace of the park;2;3;This is not correct answer;
Is the park open?;The park is open;The park will be open;The park are open;The park wasn't open;2;3;This is not correct answer;
Are my friends sat at the bench?;They're sat at the bench;They's sat at the bench;They'll be sat at the bench;They have sat at the bench;2;3;This is not correct answer;
Is Andres trying to get to the park?;He's trying to get to the park;He're trying to get to the park;He'll be trying to get to park;He was trying to get to the park;2;3;This is not correct answer;
Are my sons playing in the slide?;They're playing in the slide;They's playing in the slide;They playing in the slide;They'd playing in the slide;2;3;This is not correct answer;
Are you jugging in the park?;We're jugging in the park;We's jugging in the park;We'll be jugging in the park;We have jugging in the park;2;3;This is not correct answer;
Are they cutting the flowers?;They're cutting the flowers;They has cutting the flowers;They'll be cutting the flowers;They've cutting the flowers;2;3;This is not correct answer;
Will he be rising the kite?;He'll be rising the kite;He be will rising the kite;The kite he'll be rising ;He be rising the kite;2;3;This is not correct answer;
Was she riding in the swing?;She was riding in the swing;She's riding in the swing;She've riding in the swing;She'll riding in the swing;2;3;This is not correct answer;
Do you want to go to the circus?;I want to go to the circus;I go to the circus;I'll go want to the circus;I did want to go to the circus;2;3;This is not correct answer;
Do we have to pay at ticket counter?;You have to pay at ticket counter;You has to pay at tikect counter;You pay at tikect counter;You're to pay at tikect counter;2;3;This is not correct answer;
Are you happy in the central park?;We're happy in the central park;We'll be happy in the central park;We've happy in the central park;We's happy in the central park;2;3;This is not correct answer;
Do you buy a hamburger?;I buy a hamburger;I buyed a burger;I will buy a burger;I bought a burger;2;3;This is not correct answer;
Did you go to the castle?;We went to the castle;We go to the castle;We goed to the castle;We goes to the castle;2;3;This is not correct answer;
Were they playing in the sand with the bucket?;They were playing in the sand with the bucket;They're playing in the sand with the bucket;They've playing in the sand with the bucket;They're playing in the sand with the bucket;2;3;This is not correct answer;
Did they play in the seesaw?;They played in the seesaw;They play in the seesaw;They did play in the seesaw;They plaied in the seesaw;2;3;This is not correct answer;
Are there ducks in the fountain?;There are ducks in the fountain;There is ducks in the fountain;There were ducks in the fountain;There will be ducks in the fountain;2;3;This is not correct answer;
Will there be insects in the ground?;There will be insects in the ground;There's be insects in the ground;There're be insects in the ground;There've be insects in the ground;2;3;This is not correct answer;
Do we have to put the garbage in the bin?;We have to put the garbage in the bin;We put the garbage in the pin;We will put the garbage in the pin;We need to put the garbage in the bin;2;3;This is not correct answer;
Do the children play with the ball?;They play with the ball;He play with the ball;They does play with the ball;He do play with the ball;2;3;This is not correct answer;
Is the statue so pretty?;It's so pretty;He's so pretty;She's so pretty;They're so pretty;2;3;This is not correct answer;
Are there ants in the park?;There are ants in the park;There's ants in the park;There'll ants in the park;There've ants in the park;2;3;This is not correct answer;
Is my mother walking the pram?;She's walking the pram;She've walking the pram;She'll walking the pram;She'd walking the pram;2;3;This is not correct answer;
Do those squirrels eat nuts?;Those squireels eat nuts;Those squirrels eats nuts;Those squirrels eates nuts;Those squirrels ate nuts;2;3;This is not correct answer;
Are we going to buy sweets?;We are going to buy sweets;We is going to buy sweets;We will be going to buy sweets;We have going to buy sweets;2;3;This is not correct answer;
Do you like cotton candy?;I like cotton candy;I likes cotton candy;I likies cotton candy;I liked cotton candy;2;3;This is not correct answer;
